"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 02:48:51 IST 2019","Sat Jun 29 02:49:11 IST 2019","19621","testcases","test_WelcomePage","WelcomePageTest","","","test_welcomepage",""
